Cliente,Contrato,Tipo de Crédito,Montante a Recuperar
Cliente0213,Contrato2901,Crédito Habitação,"60,976.44"
Cliente0213,Contrato2902,Crédito Habitação,522.76
Cliente0214,Contrato2212,Crédito Cartões,935.83
Cliente0215,Contrato1418,Outro Crédito,33.02
Cliente0215,Contrato2524,Crédito Cartões,68.88
Cliente0216,Contrato3051,Outro Crédito,"59,126.57"
Cliente0217,Contrato0438,Outro Crédito,367.62
Cliente0218,Contrato0989,Outro Crédito,37.43
Cliente0219,Contrato0034,Outro Crédito,27.68
Cliente0220,Contrato1485,Outro Crédito,207.66
Cliente0220,Contrato1497,Outro Crédito,212.10
Cliente0221,Contrato2296,Crédito Cartões,73.45
Cliente0221,Contrato2923,Crédito Habitação,"1,271.96"
Cliente0222,Contrato0128,Outro Crédito,173.30
Cliente0223,Contrato1892,Outro Crédito,"335,279.82"
Cliente0224,Contrato0203,Outro Crédito,3.54
Cliente0225,Contrato0231,Outro Crédito,308.07
Cliente0226,Contrato0361,Outro Crédito,134.79
Cliente0226,Contrato3159,Crédito Individual,"1,003.86"
Cliente0227,Contrato1876,Outro Crédito,"12,021.03"
Cliente0228,Contrato1797,Outro Crédito,"3,156.16"
Cliente0229,Contrato2003,Crédito Individual,"1,848.54"
Cliente0229,Contrato2266,Crédito Cartões,589.91
Cliente0229,Contrato3044,Outro Crédito,"76,472.56"
Cliente0230,Contrato2197,Crédito Cartões,"5,118.75"
Cliente0231,Contrato0265,Outro Crédito,602.77
Cliente0231,Contrato2273,Crédito Cartões,173.40
Cliente0232,Contrato0635,Outro Crédito,117.66
Cliente0232,Contrato2985,Crédito Individual,"12,823.25"
Cliente0233,Contrato0259,Outro Crédito,"17,660.00"
Cliente0234,Contrato1050,Outro Crédito,33.96
Cliente0235,Contrato3282,Crédito Individual,284.17
Cliente0236,Contrato2540,Crédito Cartões,316.88
Cliente0237,Contrato2185,Crédito Cartões,"9,799.45"
Cliente0238,Contrato1736,Outro Crédito,"7,051.39"
Cliente0239,Contrato0374,Outro Crédito,66.70
Cliente0240,Contrato1421,Outro Crédito,5.08
Cliente0241,Contrato1428,Outro Crédito,222.76
Cliente0242,Contrato2033,Crédito Habitação,"2,387.63"
Cliente0243,Contrato0428,Outro Crédito,31.10
Cliente0244,Contrato1955,Outro Crédito,"4,482.80"
Cliente0245,Contrato0552,Outro Crédito,"1,387.10"
Cliente0245,Contrato2318,Crédito Cartões,"1,764.33"
Cliente0246,Contrato1703,Outro Crédito,66.51
Cliente0247,Contrato1657,Outro Crédito,68.70
Cliente0248,Contrato1578,Outro Crédito,"49,879.79"
Cliente0248,Contrato1579,Outro Crédito,"20,714.00"
Cliente0249,Contrato0897,Outro Crédito,52.79
Cliente0249,Contrato3061,Crédito Individual,"19,809.62"
Cliente0250,Contrato1587,Outro Crédito,"1,795.67"
Cliente0250,Contrato1602,Outro Crédito,"1,197.11"
Cliente0250,Contrato1617,Outro Crédito,862.92
Cliente0251,Contrato1039,Outro Crédito,37.40
Cliente0251,Contrato2534,Crédito Cartões,383.81
Cliente0252,Contrato1744,Outro Crédito,"9,357.63"
Cliente0253,Contrato1746,Outro Crédito,468.87
Cliente0254,Contrato2122,Crédito Habitação,"66,058.86"
Cliente0255,Contrato0068,Outro Crédito,346.10
Cliente0256,Contrato1095,Outro Crédito,37.21
Cliente0257,Contrato2281,Crédito Cartões,"2,468.93"
Cliente0258,Contrato1537,Crédito Individual,"6,423.87"
Cliente0259,Contrato0474,Outro Crédito,"5,510.53"
Cliente0259,Contrato2090,Outro Crédito,"32,435.51"
Cliente0259,Contrato2330,Crédito Cartões,"1,389.27"
Cliente0259,Contrato2711,Crédito Individual,"13,922.48"
Cliente0260,Contrato0839,Outro Crédito,413.13
Cliente0261,Contrato1754,Crédito Individual,"7,042.38"
Cliente0261,Contrato2183,Crédito Cartões,422.77
Cliente0262,Contrato2681,Crédito Individual,"2,699.93"
Cliente0262,Contrato2797,Crédito Individual,502.33
Cliente0263,Contrato3127,Crédito Habitação,"5,760.67"
Cliente0263,Contrato3140,Crédito Individual,"20,204.06"
Cliente0264,Contrato2888,Crédito Individual,"10,196.80"
Cliente0265,Contrato1451,Outro Crédito,135.41
Cliente0266,Contrato1948,Crédito Habitação,"43,142.98"
Cliente0267,Contrato2131,Crédito Habitação,"153,940.92"
Cliente0268,Contrato3172,Crédito Individual,"3,057.77"
Cliente0269,Contrato0376,Outro Crédito,87.10
Cliente0270,Contrato1923,Outro Crédito,483.83
Cliente0271,Contrato2918,Crédito Individual,"16,799.77"
Cliente0272,Contrato0561,Outro Crédito,33.33
Cliente0273,Contrato0591,Outro Crédito,"4,238.93"
Cliente0274,Contrato0772,Outro Crédito,10.69
Cliente0275,Contrato1548,Crédito Individual,"4,221.11"
Cliente0276,Contrato1495,Outro Crédito,34.69
Cliente0277,Contrato1917,Outro Crédito,124.70
Cliente0277,Contrato1933,Outro Crédito,678.37
Cliente0278,Contrato1544,Crédito Habitação,"23,597.86"
Cliente0278,Contrato2965,Crédito Habitação,"102,615.80"
Cliente0279,Contrato1542,Crédito Individual,"9,378.71"
Cliente0280,Contrato2075,Crédito Habitação,"2,858.97"
Cliente0281,Contrato2921,Crédito Individual,566.21
Cliente0282,Contrato1445,Outro Crédito,69.83
Cliente0282,Contrato2217,Crédito Cartões,"3,756.02"
Cliente0283,Contrato2225,Crédito Cartões,522.85
Cliente0284,Contrato1506,Outro Crédito,78.28
Cliente0284,Contrato2668,Crédito Individual,"4,524.64"
Cliente0285,Contrato2091,Crédito Habitação,"37,332.46"
Cliente0285,Contrato2907,Crédito Individual,"20,960.88"
Cliente0286,Contrato0142,Outro Crédito,347.27
Cliente0287,Contrato2268,Crédito Cartões,"3,554.47"
Cliente0288,Contrato1446,Outro Crédito,29.85
Cliente0288,Contrato2218,Crédito Cartões,"2,824.99"
Cliente0289,Contrato0295,Outro Crédito,215.46
Cliente0289,Contrato2297,Crédito Cartões,620.37
Cliente0290,Contrato0392,Outro Crédito,"1,575.59"
Cliente0291,Contrato0413,Outro Crédito,23.75
Cliente0291,Contrato2010,Crédito Individual,"7,984.96"
Cliente0292,Contrato1534,Crédito Habitação,"21,056.04"
Cliente0292,Contrato1766,Crédito Habitação,"10,544.34"
Cliente0292,Contrato2186,Crédito Cartões,55.11
Cliente0293,Contrato1530,Crédito Habitação,"5,371.14"
Cliente0294,Contrato1447,Outro Crédito,49.57
Cliente0295,Contrato1448,Outro Crédito,873.40
Cliente0295,Contrato1448,Outro Crédito,873.40
Cliente0295,Contrato1448,Outro Crédito,873.40
Cliente0295,Contrato1448,Outro Crédito,873.40
Cliente0295,Contrato2548,Crédito Cartões,350.54
Cliente0296,Contrato2216,Crédito Cartões,"2,666.28"
Cliente0297,Contrato2957,Crédito Individual,"10,025.16"
Cliente0297,Contrato3055,Crédito Habitação,"14,126.94"
Cliente0298,Contrato1953,Crédito Individual,"6,472.88"
Cliente0299,Contrato2208,Crédito Cartões,"2,475.64"
Cliente0300,Contrato2084,Crédito Habitação,"23,725.17"
Cliente0300,Contrato2195,Crédito Cartões,"2,098.37"
Cliente0301,Contrato1581,Outro Crédito,59.86
Cliente0302,Contrato1634,Outro Crédito,39.94
Cliente0302,Contrato1704,Outro Crédito,74.82
Cliente0303,Contrato1734,Outro Crédito,997.60
Cliente0303,Contrato1734,Outro Crédito,"1,750.83"
Cliente0304,Contrato1655,Outro Crédito,"2,977.01"
Cliente0305,Contrato1735,Outro Crédito,479.81
Cliente0306,Contrato1712,Outro Crédito,"8,212.24"
Cliente0307,Contrato1552,Outro Crédito,38.80
Cliente0308,Contrato1553,Outro Crédito,75.30
Cliente0309,Contrato1554,Outro Crédito,7.48
Cliente0310,Contrato1555,Outro Crédito,8.75
Cliente0311,Contrato1717,Outro Crédito,153.64
Cliente0312,Contrato1719,Outro Crédito,445.15
Cliente0313,Contrato1576,Outro Crédito,663.90
Cliente0313,Contrato1742,Outro Crédito,"7,744.14"
Cliente0314,Contrato1741,Outro Crédito,"2,624.53"
Cliente0314,Contrato1741,Outro Crédito,"3,255.42"
Cliente0315,Contrato1745,Outro Crédito,"10,521.60"
Cliente0316,Contrato1743,Outro Crédito,364.81
Cliente0316,Contrato1743,Outro Crédito,365.21
Cliente0316,Contrato1743,Outro Crédito,365.21
Cliente0316,Contrato1743,Outro Crédito,365.21
Cliente0316,Contrato1743,Outro Crédito,365.21
Cliente0316,Contrato1743,Outro Crédito,365.21
Cliente0316,Contrato1743,Outro Crédito,365.21
Cliente0316,Contrato1743,Outro Crédito,365.21
Cliente0317,Contrato1716,Outro Crédito,"5,187.50"
Cliente0318,Contrato1715,Outro Crédito,801.61
Cliente0319,Contrato2211,Crédito Cartões,"2,308.66"
Cliente0320,Contrato1474,Outro Crédito,3.06
Cliente0321,Contrato2846,Crédito Habitação,937.81
Cliente0321,Contrato2995,Crédito Habitação,796.48
Cliente0321,Contrato3174,Crédito Habitação,452.82
Cliente0322,Contrato1519,Outro Crédito,"1,922.45"
Cliente0322,Contrato1526,Outro Crédito,"74,044.50"
Cliente0322,Contrato1767,Crédito Habitação,"73,358.92"
Cliente0322,Contrato2227,Crédito Cartões,"4,243.53"
Cliente0323,Contrato2214,Crédito Cartões,"5,987.10"
Cliente0324,Contrato2255,Crédito Cartões,"6,214.97"
Cliente0324,Contrato2259,Crédito Cartões,"7,021.37"
Cliente0325,Contrato1536,Crédito Habitação,177.44
Cliente0325,Contrato2226,Crédito Cartões,408.37
Cliente0326,Contrato2166,Outro Crédito,"134,210.18"
Cliente0327,Contrato0900,Outro Crédito,314.22
Cliente0328,Contrato0307,Outro Crédito,1.34
Cliente0328,Contrato3241,Outro Crédito,"203,089.46"
Cliente0329,Contrato1097,Outro Crédito,30.07
Cliente0330,Contrato0202,Outro Crédito,45.73
Cliente0331,Contrato2793,Outro Crédito,"55,837.54"
Cliente0331,Contrato2832,Crédito Habitação,"3,101.81"
Cliente0331,Contrato2833,Crédito Habitação,"5,582.46"
Cliente0331,Contrato2855,Crédito Individual,"1,477.49"
Cliente0332,Contrato3218,Outro Crédito,"98,269.44"
Cliente0333,Contrato1147,Outro Crédito,32.11
Cliente0334,Contrato1755,Crédito Individual,"4,878.99"
Cliente0335,Contrato0409,Outro Crédito,37.28
Cliente0335,Contrato2041,Crédito Individual,"8,231.78"
Cliente0336,Contrato2511,Crédito Cartões,68.88
Cliente0337,Contrato0679,Outro Crédito,122.75
Cliente0338,Contrato2317,Crédito Cartões,815.30
Cliente0339,Contrato2283,Crédito Cartões,"3,170.69"
Cliente0340,Contrato2878,Crédito Individual,"21,726.70"
Cliente0341,Contrato2201,Crédito Cartões,"1,006.23"
Cliente0342,Contrato2224,Crédito Cartões,324.51
Cliente0343,Contrato1509,Outro Crédito,"1,180.65"
Cliente0344,Contrato2988,Crédito Individual,"7,508.97"
Cliente0345,Contrato1452,Outro Crédito,"2,856.90"
Cliente0345,Contrato2073,Outro Crédito,"55,415.29"
Cliente0346,Contrato3106,Crédito Individual,"59,517.57"
Cliente0347,Contrato1709,Outro Crédito,931.71
Cliente0348,Contrato1705,Outro Crédito,29.93
Cliente0349,Contrato1702,Outro Crédito,"1,123.52"
Cliente0350,Contrato1651,Outro Crédito,14.84
Cliente0351,Contrato1599,Outro Crédito,22.92
Cliente0352,Contrato1652,Outro Crédito,23.90
Cliente0352,Contrato1653,Outro Crédito,77.31
Cliente0353,Contrato1650,Outro Crédito,102.61
Cliente0354,Contrato1649,Outro Crédito,"1,724.14"
Cliente0355,Contrato1648,Outro Crédito,199.52
Cliente0356,Contrato1656,Outro Crédito,516.84
Cliente0357,Contrato1711,Outro Crédito,"7,737.85"
Cliente0358,Contrato1598,Outro Crédito,"1,797.30"
Cliente0359,Contrato1707,Outro Crédito,"11,241.61"
Cliente0360,Contrato1710,Outro Crédito,"3,740.98"
Cliente0361,Contrato1708,Outro Crédito,"7,601.98"
Cliente0362,Contrato1696,Outro Crédito,"2,336.18"
Cliente0362,Contrato1697,Outro Crédito,"3,097.73"
Cliente0363,Contrato1152,Outro Crédito,3.00
Cliente0363,Contrato2599,Crédito Cartões,307.52
Cliente0364,Contrato2232,Crédito Cartões,"1,938.81"
Cliente0365,Contrato1453,Outro Crédito,"1,324.05"
Cliente0365,Contrato3009,Outro Crédito,"46,939.18"
Cliente0366,Contrato1473,Outro Crédito,719.19
Cliente0366,Contrato2069,Crédito Habitação,"10,675.45"
Cliente0367,Contrato1496,Outro Crédito,"3,892.73"
Cliente0368,Contrato2112,Crédito Habitação,"26,378.02"
Cliente0369,Contrato0578,Outro Crédito,558.00
Cliente0369,Contrato2120,Crédito Habitação,"34,537.79"
Cliente0369,Contrato2123,Crédito Habitação,"38,392.11"
Cliente0370,Contrato1454,Outro Crédito,108.28
Cliente0370,Contrato2240,Crédito Cartões,"2,242.36"
Cliente0371,Contrato1550,Crédito Individual,"8,859.13"
Cliente0372,Contrato0946,Outro Crédito,496.01
Cliente0372,Contrato3198,Crédito Habitação,"30,459.28"
Cliente0373,Contrato2048,Crédito Individual,"11,062.52"
Cliente0373,Contrato2698,Crédito Individual,"4,183.00"
Cliente0374,Contrato3151,Crédito Habitação,177.66
Cliente0375,Contrato3132,Crédito Individual,763.22
Cliente0376,Contrato1516,Outro Crédito,"1,911.49"
Cliente0376,Contrato2045,Outro Crédito,"26,974.44"
Cliente0377,Contrato0859,Outro Crédito,56.00
Cliente0377,Contrato3164,Crédito Individual,"1,621.31"
Cliente0378,Contrato1517,Outro Crédito,"3,019.68"
Cliente0378,Contrato2207,Crédito Cartões,"2,713.14"
Cliente0379,Contrato1499,Outro Crédito,166.02
Cliente0380,Contrato1500,Outro Crédito,"1,638.70"
Cliente0380,Contrato2262,Crédito Cartões,754.74
Cliente0381,Contrato3264,Outro Crédito,"26,456.02"
Cliente0382,Contrato1458,Outro Crédito,"2,512.18"
Cliente0382,Contrato1459,Outro Crédito,"158,892.85"
Cliente0382,Contrato2841,Outro Crédito,"69,068.00"
Cliente0383,Contrato1518,Outro Crédito,816.59
Cliente0383,Contrato2088,Outro Crédito,"36,157.54"
Cliente0384,Contrato1455,Outro Crédito,341.70
Cliente0384,Contrato1541,Crédito Habitação,"8,057.29"
Cliente0385,Contrato1539,Crédito Individual,"16,173.75"
Cliente0386,Contrato3094,Crédito Individual,"33,664.76"
Cliente0387,Contrato1538,Crédito Individual,"6,716.96"
Cliente0388,Contrato1545,Crédito Individual,"13,688.85"
Cliente0389,Contrato1752,Crédito Individual,267.12
Cliente0390,Contrato3133,Crédito Individual,"1,425.69"
Cliente0391,Contrato1456,Outro Crédito,399.59
Cliente0391,Contrato2146,Outro Crédito,"1,528.68"
Cliente0391,Contrato2146,Outro Crédito,"1,546.62"
Cliente0391,Contrato2146,Outro Crédito,"1,433.87"
Cliente0391,Contrato2146,Outro Crédito,"1,579.23"
Cliente0391,Contrato2146,Outro Crédito,"1,562.38"
Cliente0391,Contrato2146,Outro Crédito,"1,621.07"
Cliente0391,Contrato2146,Outro Crédito,"1,617.26"
Cliente0391,Contrato2146,Outro Crédito,330.59
Cliente0392,Contrato0806,Outro Crédito,59.06
Cliente0393,Contrato2496,Crédito Cartões,331.63
Cliente0394,Contrato1457,Outro Crédito,"1,882.20"
Cliente0394,Contrato2986,Crédito Habitação,"21,182.83"
Cliente0395,Contrato0652,Outro Crédito,16.72
Cliente0395,Contrato0812,Outro Crédito,"5,676.35"
Cliente0395,Contrato2784,Crédito Individual,"6,536.81"
Cliente0395,Contrato2800,Crédito Individual,"2,671.27"
Cliente0396,Contrato1501,Outro Crédito,"2,989.80"
Cliente0396,Contrato2301,Crédito Cartões,"1,236.07"
Cliente0396,Contrato2775,Crédito Individual,"37,146.20"
Cliente0397,Contrato1547,Crédito Individual,"20,811.33"
Cliente0398,Contrato1460,Outro Crédito,35.11
Cliente0398,Contrato3006,Crédito Individual,"34,941.24"
Cliente0399,Contrato3192,Outro Crédito,"70,798.69"
Cliente0400,Contrato2414,Crédito Cartões,783.85
Cliente0401,Contrato1461,Outro Crédito,108.28
Cliente0401,Contrato2193,Crédito Cartões,778.77
Cliente0402,Contrato2020,Crédito Individual,"22,405.63"
Cliente0403,Contrato0306,Outro Crédito,"1,189.45"
Cliente0403,Contrato1963,Crédito Habitação,"1,939.57"
Cliente0404,Contrato2192,Crédito Cartões,"1,272.89"
Cliente0405,Contrato1462,Outro Crédito,"1,322.02"
Cliente0406,Contrato1520,Outro Crédito,320.24
Cliente0406,Contrato2883,Outro Crédito,"34,257.41"
Cliente0406,Contrato2928,Crédito Habitação,"60,724.51"
Cliente0407,Contrato1463,Outro Crédito,34.09
Cliente0408,Contrato1533,Crédito Individual,"10,421.76"
Cliente0408,Contrato2196,Crédito Cartões,617.04
Cliente0409,Contrato1523,Outro Crédito,93.57
Cliente0410,Contrato2198,Crédito Cartões,"1,335.61"
Cliente0411,Contrato2199,Crédito Cartões,"2,882.41"
Cliente0412,Contrato2011,Crédito Habitação,"10,798.28"
Cliente0413,Contrato1521,Outro Crédito,"1,295.02"
Cliente0414,Contrato0398,Outro Crédito,79.07
Cliente0414,Contrato2104,Outro Crédito,"4,985.70"
Cliente0414,Contrato2124,Crédito Habitação,"80,676.07"
Cliente0414,Contrato2275,Crédito Cartões,501.08
Cliente0415,Contrato2390,Crédito Cartões,185.27
Cliente0416,Contrato1118,Outro Crédito,38.52
Cliente0417,Contrato3188,Crédito Individual,358.53
Cliente0418,Contrato0435,Outro Crédito,289.77
Cliente0418,Contrato2664,Crédito Individual,"2,631.31"
Cliente0419,Contrato1464,Outro Crédito,"3,333.23"
Cliente0419,Contrato1465,Outro Crédito,457.57
Cliente0420,Contrato1778,Crédito Habitação,"22,469.60"
Cliente0421,Contrato1466,Outro Crédito,108.28
Cliente0421,Contrato2205,Crédito Cartões,997.17
Cliente0422,Contrato0448,Outro Crédito,285.40
Cliente0422,Contrato2076,Crédito Habitação,"48,398.22"
Cliente0422,Contrato2327,Crédito Cartões,"1,654.11"
Cliente0422,Contrato2667,Crédito Individual,"15,365.62"
Cliente0423,Contrato2209,Crédito Cartões,"1,473.94"
Cliente0424,Contrato0256,Outro Crédito,"1,340.60"
Cliente0425,Contrato2647,Crédito Cartões,227.37
Cliente0426,Contrato1467,Outro Crédito,920.31
Cliente0427,Contrato2542,Crédito Cartões,"1,701.21"
Cliente0428,Contrato0873,Outro Crédito,56.51
Cliente0428,Contrato2489,Crédito Cartões,199.57
Cliente0428,Contrato3097,Crédito Individual,"2,439.86"
Cliente0429,Contrato2707,Crédito Individual,"4,906.05"
Cliente0430,Contrato2237,Crédito Cartões,784.68
Cliente0431,Contrato1468,Outro Crédito,379.65
Cliente0431,Contrato1469,Outro Crédito,"26,954.56"
Cliente0431,Contrato1976,Outro Crédito,"2,022.27"
Cliente0432,Contrato2206,Crédito Cartões,356.67
Cliente0433,Contrato3096,Crédito Individual,648.03
Cliente0434,Contrato2648,Crédito Cartões,331.72
Cliente0435,Contrato2203,Crédito Cartões,"1,175.49"
Cliente0436,Contrato2220,Crédito Cartões,"1,202.62"
Cliente0437,Contrato3139,Crédito Individual,719.80
Cliente0438,Contrato2260,Crédito Cartões,864.24
Cliente0439,Contrato1522,Outro Crédito,56.35
Cliente0440,Contrato2223,Crédito Cartões,"4,218.55"
Cliente0441,Contrato2406,Crédito Cartões,"1,331.92"
Cliente0442,Contrato0832,Outro Crédito,58.41
Cliente0443,Contrato0248,Outro Crédito,30.26
Cliente0443,Contrato0921,Outro Crédito,237.70
Cliente0444,Contrato0714,Outro Crédito,56.78
Cliente0445,Contrato0814,Outro Crédito,"1,551.14"
Cliente0446,Contrato0010,Outro Crédito,8.69
Cliente0446,Contrato0011,Outro Crédito,"5,661.67"
Cliente0446,Contrato1470,Outro Crédito,"3,722.12"
Cliente0447,Contrato1532,Crédito Individual,"15,705.33"
Cliente0448,Contrato1243,Outro Crédito,4.86
Cliente0449,Contrato1471,Outro Crédito,334.76
Cliente0450,Contrato0917,Outro Crédito,456.02
Cliente0451,Contrato0022,Outro Crédito,177.74
Cliente0451,Contrato2522,Crédito Cartões,"2,182.48"
Cliente0452,Contrato2547,Crédito Cartões,3.14
Cliente0453,Contrato2481,Crédito Cartões,"1,346.22"
Cliente0453,Contrato2485,Crédito Cartões,"1,346.18"
Cliente0454,Contrato1543,Crédito Individual,"5,925.85"
Cliente0455,Contrato3150,Crédito Individual,428.65
Cliente0456,Contrato0646,Outro Crédito,52.57
Cliente0457,Contrato0844,Outro Crédito,331.30
Cliente0458,Contrato1472,Outro Crédito,"1,689.00"
Cliente0458,Contrato2022,Crédito Habitação,"39,148.22"
Cliente0458,Contrato2070,Crédito Habitação,"30,170.96"
Cliente0458,Contrato3163,Crédito Habitação,"55,988.70"
Cliente0459,Contrato3203,Crédito Individual,"2,925.70"
Cliente0460,Contrato1244,Outro Crédito,29.80
Cliente0461,Contrato1240,Outro Crédito,30.29
Cliente0462,Contrato0362,Outro Crédito,"1,038.90"
Cliente0462,Contrato2023,Crédito Habitação,"33,154.89"
Cliente0463,Contrato1049,Outro Crédito,33.69
Cliente0464,Contrato0393,Outro Crédito,35.77
Cliente0465,Contrato2571,Crédito Cartões,"1,041.41"
Cliente0466,Contrato2482,Crédito Cartões,"1,488.62"
Cliente0467,Contrato0460,Outro Crédito,474.74
Cliente0468,Contrato0408,Outro Crédito,471.62
Cliente0469,Contrato2210,Crédito Cartões,833.43
Cliente0470,Contrato1524,Outro Crédito,30.53
Cliente0471,Contrato2669,Crédito Individual,"17,393.00"
Cliente0472,Contrato1525,Outro Crédito,"1,726.03"
Cliente0473,Contrato2263,Crédito Cartões,"1,087.92"
Cliente0474,Contrato0820,Outro Crédito,31.47
Cliente0475,Contrato0775,Outro Crédito,144.88
Cliente0475,Contrato2454,Crédito Cartões,"1,764.46"
Cliente0475,Contrato2455,Crédito Cartões,358.52
Cliente0476,Contrato1476,Outro Crédito,923.57
Cliente0477,Contrato2190,Crédito Cartões,"4,000.72"
Cliente0478,Contrato1477,Outro Crédito,108.28
Cliente0478,Contrato2222,Crédito Cartões,"2,239.87"
Cliente0479,Contrato1032,Outro Crédito,364.94
Cliente0480,Contrato2665,Crédito Individual,"19,915.56"
Cliente0481,Contrato1503,Outro Crédito,"2,162.48"
Cliente0482,Contrato1479,Outro Crédito,"24,502.66"
Cliente0483,Contrato0542,Outro Crédito,9.87
Cliente0483,Contrato3217,Crédito Individual,289.16
Cliente0484,Contrato0439,Outro Crédito,"2,213.86"
Cliente0485,Contrato2238,Crédito Cartões,"1,640.28"
Cliente0486,Contrato2270,Crédito Cartões,881.31
Cliente0487,Contrato0662,Outro Crédito,47.26
Cliente0487,Contrato2843,Crédito Habitação,"28,577.11"
Cliente0488,Contrato2046,Crédito Habitação,225.18
Cliente0488,Contrato2047,Crédito Habitação,423.37
Cliente0489,Contrato1200,Outro Crédito,37.73
Cliente0490,Contrato1480,Outro Crédito,"1,639.19"
Cliente0490,Contrato2253,Crédito Cartões,"3,036.57"
Cliente0491,Contrato1481,Outro Crédito,34.80
Cliente0492,Contrato0344,Outro Crédito,26.03
Cliente0492,Contrato0415,Outro Crédito,39.45
Cliente0492,Contrato0416,Outro Crédito,"31,474.55"
Cliente0492,Contrato2001,Crédito Habitação,"50,240.31"
Cliente0492,Contrato2002,Crédito Habitação,"23,760.72"
Cliente0492,Contrato2051,Outro Crédito,"10,000.00"
Cliente0493,Contrato2085,Crédito Habitação,252.02
Cliente0493,Contrato2086,Crédito Habitação,274.55
Cliente0494,Contrato1482,Outro Crédito,606.82
Cliente0494,Contrato1967,Crédito Habitação,"50,610.32"
Cliente0495,Contrato2363,Crédito Cartões,"1,324.38"
Cliente0496,Contrato0328,Outro Crédito,"8,555.20"
Cliente0496,Contrato1989,Crédito Habitação,"43,612.96"
Cliente0497,Contrato0648,Outro Crédito,32.96
Cliente0497,Contrato3178,Crédito Individual,"4,298.04"
Cliente0498,Contrato0703,Outro Crédito,143.36
Cliente0499,Contrato0524,Outro Crédito,269.91
Cliente0499,Contrato2354,Crédito Cartões,618.26
Cliente0499,Contrato2734,Crédito Individual,"4,592.12"
Cliente0500,Contrato1283,Outro Crédito,374.64
Cliente0501,Contrato1158,Outro Crédito,"1,452.73"
Cliente0502,Contrato2228,Crédito Cartões,"9,518.78"
Cliente0503,Contrato0094,Outro Crédito,"6,257.29"
Cliente0504,Contrato1897,Outro Crédito,437.45
Cliente0505,Contrato2043,Crédito Individual,929.54
Cliente0506,Contrato1988,Crédito Habitação,"30,631.87"
Cliente0506,Contrato1990,Crédito Habitação,"16,445.74"
Cliente0506,Contrato1992,Crédito Habitação,"11,746.99"
Cliente0506,Contrato2068,Crédito Habitação,"20,211.46"
Cliente0507,Contrato0032,Outro Crédito,"4,489.18"
Cliente0507,Contrato1938,Outro Crédito,"7,307.39"
Cliente0508,Contrato0869,Outro Crédito,230.96
Cliente0508,Contrato2857,Crédito Habitação,"2,294.22"
Cliente0508,Contrato2858,Crédito Habitação,"1,194.40"
Cliente0509,Contrato0121,Outro Crédito,536.35
Cliente0509,Contrato1874,Outro Crédito,"8,479.56"
Cliente0510,Contrato1945,Outro Crédito,"48,115.09"
Cliente0511,Contrato1817,Outro Crédito,"3,100.79"
Cliente0512,Contrato0100,Outro Crédito,"10,983.57"
Cliente0513,Contrato0132,Outro Crédito,108.04
Cliente0513,Contrato2473,Crédito Cartões,"1,662.70"
Cliente0514,Contrato1875,Outro Crédito,"28,032.38"
Cliente0515,Contrato0137,Outro Crédito,"27,745.30"
Cliente0515,Contrato1783,Outro Crédito,"436,423.88"
Cliente0516,Contrato0112,Outro Crédito,484.90
Cliente0516,Contrato1951,Outro Crédito,189.54
Cliente0517,Contrato0115,Outro Crédito,"5,107.85"
Cliente0517,Contrato1872,Outro Crédito,"8,479.56"
Cliente0518,Contrato0028,Outro Crédito,"110,982.54"
Cliente0518,Contrato1934,Outro Crédito,"20,949.51"
Cliente0518,Contrato1935,Outro Crédito,"23,692.90"
Cliente0518,Contrato1937,Outro Crédito,"22,445.91"
Cliente0518,Contrato1939,Outro Crédito,"19,951.92"
Cliente0518,Contrato1940,Outro Crédito,"19,951.92"
Cliente0518,Contrato1942,Outro Crédito,"19,951.92"
Cliente0519,Contrato0352,Outro Crédito,15.69
Cliente0520,Contrato0124,Outro Crédito,353.68
Cliente0520,Contrato0125,Outro Crédito,"60,861.30"
Cliente0520,Contrato2057,Outro Crédito,"14,703.65"
Cliente0521,Contrato0582,Outro Crédito,69.58
Cliente0522,Contrato0053,Outro Crédito,"1,995.19"
Cliente0523,Contrato1884,Outro Crédito,"2,907.99"
Cliente0524,Contrato0008,Outro Crédito,"2,244.59"
Cliente0525,Contrato0282,Outro Crédito,40.01
Cliente0525,Contrato3038,Outro Crédito,"19,708.45"
Cliente0526,Contrato1908,Outro Crédito,"23,910.96"
Cliente0527,Contrato2246,Crédito Cartões,"3,061.87"
Cliente0528,Contrato1982,Crédito Habitação,166.01
Cliente0529,Contrato0099,Outro Crédito,"1,212.54"
Cliente0530,Contrato0710,Outro Crédito,500.25
Cliente0530,Contrato2387,Crédito Cartões,764.38
Cliente0531,Contrato1779,Outro Crédito,"441,130.93"
Cliente0531,Contrato1849,Outro Crédito,423.98
Cliente0531,Contrato1850,Outro Crédito,199.52
Cliente0531,Contrato1851,Outro Crédito,598.56
Cliente0532,Contrato0098,Outro Crédito,"1,064.93"
Cliente0533,Contrato0039,Outro Crédito,"17,482.52"
Cliente0533,Contrato1941,Outro Crédito,"110,782.40"
Cliente0534,Contrato1877,Outro Crédito,"22,989.99"
Cliente0535,Contrato0062,Outro Crédito,"3,242.19"
Cliente0536,Contrato1231,Outro Crédito,4.67
Cliente0537,Contrato3105,Crédito Individual,"1,244.38"
Cliente0538,Contrato2765,Crédito Individual,"4,814.93"
