Cliente,Contrato,Tipo de Crédito,Montante a Recuperar
Cliente0215,Contrato0574,Outro Crédito,117.54
Cliente0215,Contrato2822,Crédito Individual,"12,823.25"
Cliente0216,Contrato0235,Outro Crédito,"17,621.38"
Cliente0217,Contrato0949,Outro Crédito,43.44
Cliente0218,Contrato2370,Crédito Cartões,487.40
Cliente0219,Contrato2055,Crédito Cartões,"9,850.49"
Cliente0220,Contrato1637,Outro Crédito,"7,051.39"
Cliente0221,Contrato0340,Outro Crédito,85.65
Cliente0222,Contrato1850,Outro Crédito,"4,482.80"
Cliente0223,Contrato0499,Outro Crédito,"1,565.14"
Cliente0223,Contrato2176,Crédito Cartões,"2,039.09"
Cliente0224,Contrato1604,Outro Crédito,66.51
Cliente0225,Contrato1558,Outro Crédito,68.70
Cliente0226,Contrato1479,Outro Crédito,"49,879.79"
Cliente0226,Contrato1480,Outro Crédito,"20,714.00"
Cliente0227,Contrato1488,Outro Crédito,"1,795.67"
Cliente0227,Contrato1503,Outro Crédito,"1,197.11"
Cliente0227,Contrato1518,Outro Crédito,862.92
Cliente0228,Contrato0938,Outro Crédito,46.86
Cliente0228,Contrato2364,Crédito Cartões,478.55
Cliente0229,Contrato1645,Outro Crédito,"9,357.63"
Cliente0230,Contrato1647,Outro Crédito,468.87
Cliente0231,Contrato1997,Crédito Habitação,"66,058.86"
Cliente0232,Contrato0062,Outro Crédito,346.10
Cliente0233,Contrato0991,Outro Crédito,46.68
Cliente0234,Contrato2143,Crédito Cartões,"2,810.01"
Cliente0235,Contrato1438,Crédito Individual,"6,423.87"
Cliente0236,Contrato0428,Outro Crédito,"5,508.43"
Cliente0236,Contrato1964,Outro Crédito,"32,435.51"
Cliente0236,Contrato2186,Crédito Cartões,"1,389.27"
Cliente0236,Contrato2594,Crédito Individual,"13,922.48"
Cliente0237,Contrato0756,Outro Crédito,479.22
Cliente0238,Contrato1655,Crédito Individual,"7,766.05"
Cliente0238,Contrato2053,Crédito Cartões,422.77
Cliente0239,Contrato2744,Crédito Individual,"5,343.44"
Cliente0240,Contrato1359,Outro Crédito,163.74
Cliente0241,Contrato1844,Crédito Habitação,"43,142.98"
Cliente0242,Contrato2967,Crédito Individual,"3,645.18"
Cliente0243,Contrato0342,Outro Crédito,106.05
Cliente0244,Contrato1819,Outro Crédito,483.83
Cliente0245,Contrato2770,Crédito Individual,"16,799.77"
Cliente0246,Contrato0534,Outro Crédito,"4,902.14"
Cliente0247,Contrato0693,Outro Crédito,10.69
Cliente0248,Contrato1449,Crédito Individual,"4,600.09"
Cliente0249,Contrato1399,Outro Crédito,44.17
Cliente0250,Contrato1813,Outro Crédito,124.70
Cliente0250,Contrato1829,Outro Crédito,678.37
Cliente0251,Contrato1445,Crédito Habitação,"23,597.86"
Cliente0251,Contrato2805,Crédito Habitação,"102,615.80"
Cliente0252,Contrato1443,Crédito Individual,"9,378.71"
Cliente0253,Contrato1952,Crédito Habitação,"7,272.38"
Cliente0254,Contrato1353,Outro Crédito,"131,443.28"
Cliente0254,Contrato2445,Crédito Cartões,"6,215.90"
Cliente0255,Contrato2771,Crédito Individual,660.96
Cliente0256,Contrato1352,Outro Crédito,79.27
Cliente0256,Contrato2084,Crédito Cartões,"4,352.91"
Cliente0257,Contrato2092,Crédito Cartões,522.85
Cliente0258,Contrato1410,Outro Crédito,78.28
Cliente0258,Contrato2558,Crédito Individual,"4,524.64"
Cliente0259,Contrato1965,Crédito Habitação,"36,897.43"
Cliente0260,Contrato0131,Outro Crédito,394.42
Cliente0261,Contrato1307,Outro Crédito,544.44
Cliente0261,Contrato2530,Crédito Cartões,664.66
Cliente0262,Contrato2130,Crédito Cartões,"4,075.56"
Cliente0263,Contrato1354,Outro Crédito,39.33
Cliente0263,Contrato2085,Crédito Cartões,"3,791.38"
Cliente0264,Contrato0352,Outro Crédito,"1,781.78"
Cliente0265,Contrato0372,Outro Crédito,23.75
Cliente0265,Contrato1899,Crédito Individual,"7,984.96"
Cliente0266,Contrato1355,Outro Crédito,68.52
Cliente0267,Contrato1356,Outro Crédito,"1,119.67"
Cliente0267,Contrato1356,Outro Crédito,"1,119.67"
Cliente0267,Contrato1356,Outro Crédito,"1,119.67"
Cliente0267,Contrato1356,Outro Crédito,"1,119.67"
Cliente0267,Contrato2379,Crédito Cartões,454.76
Cliente0268,Contrato2879,Crédito Habitação,"14,122.46"
Cliente0269,Contrato2076,Crédito Cartões,"2,901.98"
Cliente0270,Contrato1961,Crédito Habitação,"23,983.50"
Cliente0270,Contrato2063,Crédito Cartões,"2,486.82"
Cliente0271,Contrato1482,Outro Crédito,59.86
Cliente0272,Contrato1535,Outro Crédito,39.94
Cliente0272,Contrato1605,Outro Crédito,74.82
Cliente0273,Contrato1635,Outro Crédito,997.60
Cliente0273,Contrato1635,Outro Crédito,"1,750.83"
Cliente0274,Contrato1556,Outro Crédito,"2,977.01"
Cliente0275,Contrato1636,Outro Crédito,479.81
Cliente0276,Contrato1613,Outro Crédito,"8,212.24"
Cliente0277,Contrato1453,Outro Crédito,38.80
Cliente0278,Contrato1454,Outro Crédito,75.30
Cliente0279,Contrato1455,Outro Crédito,7.48
Cliente0280,Contrato1456,Outro Crédito,8.75
Cliente0281,Contrato1618,Outro Crédito,153.64
Cliente0282,Contrato1620,Outro Crédito,445.15
Cliente0283,Contrato1477,Outro Crédito,663.90
Cliente0283,Contrato1643,Outro Crédito,"7,744.14"
Cliente0284,Contrato1642,Outro Crédito,"2,624.53"
Cliente0284,Contrato1642,Outro Crédito,"3,255.42"
Cliente0285,Contrato1646,Outro Crédito,"10,521.60"
Cliente0286,Contrato1644,Outro Crédito,364.81
Cliente0286,Contrato1644,Outro Crédito,365.21
Cliente0286,Contrato1644,Outro Crédito,365.21
Cliente0286,Contrato1644,Outro Crédito,365.21
Cliente0286,Contrato1644,Outro Crédito,365.21
Cliente0286,Contrato1644,Outro Crédito,365.21
Cliente0286,Contrato1644,Outro Crédito,365.21
Cliente0286,Contrato1644,Outro Crédito,365.21
Cliente0287,Contrato1617,Outro Crédito,"5,187.50"
Cliente0288,Contrato1616,Outro Crédito,801.61
Cliente0289,Contrato2079,Crédito Cartões,"2,649.74"
Cliente0290,Contrato1381,Outro Crédito,3.06
Cliente0291,Contrato1422,Outro Crédito,"1,921.56"
Cliente0291,Contrato1429,Outro Crédito,"74,044.50"
Cliente0291,Contrato1666,Crédito Habitação,"73,358.92"
Cliente0291,Contrato2093,Crédito Cartões,"4,243.53"
Cliente0292,Contrato2082,Crédito Cartões,"6,669.26"
Cliente0293,Contrato2119,Crédito Cartões,"7,133.99"
Cliente0293,Contrato2122,Crédito Cartões,"8,129.87"
Cliente0294,Contrato1437,Crédito Habitação,177.44
Cliente0295,Contrato2036,Outro Crédito,"128,973.13"
Cliente0296,Contrato0812,Outro Crédito,245.96
Cliente0297,Contrato0278,Outro Crédito,1.34
Cliente0297,Contrato3021,Outro Crédito,"188,352.14"
Cliente0298,Contrato0994,Outro Crédito,0.08
Cliente0299,Contrato0187,Outro Crédito,45.73
Cliente0300,Contrato2667,Outro Crédito,"56,455.94"
Cliente0300,Contrato2700,Crédito Habitação,"6,884.33"
Cliente0300,Contrato2701,Crédito Habitação,"9,963.24"
Cliente0300,Contrato2716,Crédito Individual,"3,938.04"
Cliente0301,Contrato3003,Outro Crédito,"37,974.96"
Cliente0302,Contrato1043,Outro Crédito,31.58
Cliente0303,Contrato1656,Crédito Individual,"4,878.99"
Cliente0304,Contrato0368,Outro Crédito,37.28
Cliente0304,Contrato1925,Crédito Individual,"8,231.78"
Cliente0305,Contrato2346,Crédito Cartões,51.66
Cliente0306,Contrato2175,Crédito Cartões,938.46
Cliente0307,Contrato2145,Crédito Cartões,"3,691.78"
Cliente0308,Contrato2734,Crédito Individual,"21,726.70"
Cliente0309,Contrato2069,Crédito Cartões,"1,157.82"
Cliente0310,Contrato2091,Crédito Cartões,371.88
Cliente0311,Contrato1412,Outro Crédito,"1,397.12"
Cliente0312,Contrato1360,Outro Crédito,"2,853.28"
Cliente0312,Contrato1951,Outro Crédito,"55,415.29"
Cliente0313,Contrato2915,Crédito Individual,"59,517.57"
Cliente0314,Contrato1610,Outro Crédito,931.71
Cliente0315,Contrato1606,Outro Crédito,29.93
Cliente0316,Contrato1603,Outro Crédito,"1,123.52"
Cliente0317,Contrato1552,Outro Crédito,14.84
Cliente0318,Contrato1500,Outro Crédito,22.92
Cliente0319,Contrato1553,Outro Crédito,23.90
Cliente0319,Contrato1554,Outro Crédito,77.31
Cliente0320,Contrato1551,Outro Crédito,102.61
Cliente0321,Contrato1550,Outro Crédito,"1,724.14"
Cliente0322,Contrato1549,Outro Crédito,199.52
Cliente0323,Contrato1557,Outro Crédito,516.84
Cliente0324,Contrato1612,Outro Crédito,"7,737.85"
Cliente0325,Contrato1499,Outro Crédito,"1,797.30"
Cliente0326,Contrato1608,Outro Crédito,"11,241.61"
Cliente0327,Contrato1611,Outro Crédito,"3,740.98"
Cliente0328,Contrato1609,Outro Crédito,"7,601.98"
Cliente0329,Contrato1597,Outro Crédito,"2,336.18"
Cliente0329,Contrato1598,Outro Crédito,"3,097.73"
Cliente0330,Contrato1048,Outro Crédito,3.00
Cliente0330,Contrato2427,Crédito Cartões,383.31
Cliente0331,Contrato2098,Crédito Cartões,"2,232.52"
Cliente0332,Contrato1361,Outro Crédito,226.70
Cliente0333,Contrato1380,Outro Crédito,718.15
Cliente0333,Contrato1948,Crédito Habitação,"6,143.51"
Cliente0334,Contrato1400,Outro Crédito,"4,562.67"
Cliente0335,Contrato1987,Crédito Habitação,"26,415.79"
Cliente0336,Contrato0522,Outro Crédito,557.66
Cliente0336,Contrato1994,Crédito Habitação,"41,125.36"
Cliente0336,Contrato1998,Crédito Habitação,"44,672.49"
Cliente0337,Contrato1362,Outro Crédito,127.23
Cliente0337,Contrato2105,Crédito Cartões,"2,573.96"
Cliente0338,Contrato1451,Crédito Individual,"8,859.13"
Cliente0339,Contrato0854,Outro Crédito,495.57
Cliente0339,Contrato2987,Crédito Habitação,"33,004.09"
Cliente0340,Contrato1929,Crédito Individual,"11,062.52"
Cliente0340,Contrato2583,Crédito Individual,"4,183.00"
Cliente0341,Contrato2949,Crédito Habitação,460.61
Cliente0342,Contrato2935,Crédito Individual,867.44
Cliente0343,Contrato1419,Outro Crédito,"1,909.30"
Cliente0343,Contrato1928,Outro Crédito,"26,974.44"
Cliente0344,Contrato1123,Outro Crédito,130.00
Cliente0345,Contrato0775,Outro Crédito,56.00
Cliente0345,Contrato2960,Crédito Individual,"1,621.31"
Cliente0346,Contrato1420,Outro Crédito,"3,316.27"
Cliente0346,Contrato2075,Crédito Cartões,"2,963.45"
Cliente0347,Contrato1403,Outro Crédito,194.45
Cliente0348,Contrato1404,Outro Crédito,"1,985.15"
Cliente0348,Contrato2125,Crédito Cartões,925.28
Cliente0349,Contrato3041,Outro Crédito,"49,892.53"
Cliente0350,Contrato1367,Outro Crédito,"2,508.55"
Cliente0350,Contrato1368,Outro Crédito,"158,546.74"
Cliente0350,Contrato2707,Outro Crédito,"63,934.19"
Cliente0351,Contrato1421,Outro Crédito,816.00
Cliente0351,Contrato1963,Outro Crédito,"36,157.54"
Cliente0352,Contrato1363,Outro Crédito,341.64
Cliente0352,Contrato1442,Crédito Habitação,"8,057.29"
Cliente0353,Contrato1440,Crédito Individual,"16,173.75"
Cliente0354,Contrato2905,Crédito Individual,"32,131.98"
Cliente0355,Contrato1439,Crédito Individual,"6,744.89"
Cliente0356,Contrato1446,Crédito Individual,"13,688.85"
Cliente0357,Contrato1364,Outro Crédito,860.67
Cliente0358,Contrato1653,Crédito Individual,295.55
Cliente0359,Contrato2936,Crédito Individual,"1,596.23"
Cliente0360,Contrato1365,Outro Crédito,538.03
Cliente0360,Contrato2016,Outro Crédito,"1,528.68"
Cliente0360,Contrato2016,Outro Crédito,"1,546.62"
Cliente0360,Contrato2016,Outro Crédito,"1,433.87"
Cliente0360,Contrato2016,Outro Crédito,"1,579.23"
Cliente0360,Contrato2016,Outro Crédito,"1,562.38"
Cliente0360,Contrato2016,Outro Crédito,"1,621.07"
Cliente0360,Contrato2016,Outro Crédito,"1,617.26"
Cliente0360,Contrato2016,Outro Crédito,330.59
Cliente0361,Contrato0724,Outro Crédito,68.54
Cliente0362,Contrato2332,Crédito Cartões,407.43
Cliente0363,Contrato1366,Outro Crédito,"2,278.68"
Cliente0363,Contrato2823,Crédito Habitação,"21,182.83"
Cliente0364,Contrato0729,Outro Crédito,"6,581.82"
Cliente0365,Contrato1405,Outro Crédito,"2,977.85"
Cliente0365,Contrato2159,Crédito Cartões,"1,236.07"
Cliente0365,Contrato2650,Crédito Individual,"30,881.83"
Cliente0366,Contrato1448,Crédito Individual,"20,811.33"
Cliente0367,Contrato1369,Outro Crédito,34.77
Cliente0367,Contrato2838,Crédito Individual,"33,338.52"
Cliente0368,Contrato2981,Outro Crédito,"67,656.38"
Cliente0369,Contrato2260,Crédito Cartões,907.01
Cliente0370,Contrato1370,Outro Crédito,127.23
Cliente0370,Contrato2061,Crédito Cartões,901.94
Cliente0371,Contrato1908,Crédito Individual,"22,405.63"
Cliente0372,Contrato0277,Outro Crédito,"1,265.01"
Cliente0372,Contrato1858,Crédito Habitação,"1,939.57"
Cliente0373,Contrato2060,Crédito Cartões,"1,462.38"
Cliente0374,Contrato1371,Outro Crédito,"1,319.20"
Cliente0375,Contrato1423,Outro Crédito,320.03
Cliente0375,Contrato2740,Outro Crédito,"29,840.93"
Cliente0375,Contrato2777,Crédito Habitação,"61,072.96"
Cliente0376,Contrato1435,Crédito Individual,"10,421.76"
Cliente0376,Contrato2064,Crédito Cartões,617.04
Cliente0377,Contrato1426,Outro Crédito,112.52
Cliente0378,Contrato2066,Crédito Cartões,"1,534.57"
Cliente0379,Contrato2067,Crédito Cartões,"3,308.75"
Cliente0380,Contrato1900,Crédito Habitação,"14,016.75"
Cliente0381,Contrato1424,Outro Crédito,"1,529.86"
Cliente0382,Contrato0357,Outro Crédito,78.93
Cliente0382,Contrato1979,Outro Crédito,"4,985.70"
Cliente0382,Contrato1999,Crédito Habitação,"80,676.07"
Cliente0382,Contrato2137,Crédito Cartões,501.08
Cliente0383,Contrato1017,Outro Crédito,47.99
Cliente0384,Contrato2978,Crédito Individual,358.53
Cliente0385,Contrato0392,Outro Crédito,289.43
Cliente0385,Contrato2554,Crédito Individual,"2,631.31"
Cliente0386,Contrato1372,Outro Crédito,"3,609.93"
Cliente0386,Contrato1373,Outro Crédito,439.97
Cliente0387,Contrato1374,Outro Crédito,127.23
Cliente0387,Contrato2073,Crédito Cartões,"1,148.76"
Cliente0388,Contrato2246,Crédito Cartões,133.48
Cliente0389,Contrato0405,Outro Crédito,285.40
Cliente0389,Contrato1953,Crédito Habitação,"41,115.61"
Cliente0389,Contrato2557,Crédito Individual,"15,365.62"
Cliente0390,Contrato2077,Crédito Cartões,"1,691.85"
Cliente0391,Contrato0233,Outro Crédito,"1,289.04"
Cliente0392,Contrato2477,Crédito Cartões,293.69
Cliente0393,Contrato1375,Outro Crédito,"1,213.63"
Cliente0394,Contrato2373,Crédito Cartões,"2,080.19"
Cliente0395,Contrato0786,Outro Crédito,56.51
Cliente0395,Contrato2327,Crédito Cartões,199.57
Cliente0395,Contrato2908,Crédito Individual,"2,439.86"
Cliente0396,Contrato2592,Crédito Individual,"5,588.21"
Cliente0397,Contrato2102,Crédito Cartões,898.37
Cliente0398,Contrato1376,Outro Crédito,379.39
Cliente0398,Contrato1377,Outro Crédito,"26,915.06"
Cliente0398,Contrato1870,Outro Crédito,"2,022.27"
Cliente0399,Contrato2074,Crédito Cartões,404.04
Cliente0400,Contrato2907,Crédito Individual,636.73
Cliente0401,Contrato2478,Crédito Cartões,410.28
Cliente0402,Contrato2071,Crédito Cartões,"1,175.49"
Cliente0403,Contrato2087,Crédito Cartões,"1,202.62"
Cliente0404,Contrato2942,Crédito Individual,805.07
Cliente0405,Contrato1972,Crédito Habitação,197.45
Cliente0405,Contrato1973,Crédito Habitação,745.54
Cliente0406,Contrato2123,Crédito Cartões,977.94
Cliente0407,Contrato2449,Crédito Cartões,77.33
Cliente0408,Contrato1425,Outro Crédito,65.82
Cliente0409,Contrato2090,Crédito Cartões,"4,843.86"
Cliente0410,Contrato2254,Crédito Cartões,"1,559.30"
Cliente0411,Contrato0749,Outro Crédito,75.72
Cliente0412,Contrato0227,Outro Crédito,30.26
Cliente0412,Contrato0831,Outro Crédito,284.95
Cliente0413,Contrato0642,Outro Crédito,66.25
Cliente0414,Contrato0731,Outro Crédito,"1,815.59"
Cliente0415,Contrato0008,Outro Crédito,8.69
Cliente0415,Contrato0009,Outro Crédito,"2,696.27"
Cliente0415,Contrato1378,Outro Crédito,"3,701.24"
Cliente0416,Contrato1434,Crédito Individual,"15,705.33"
Cliente0417,Contrato1135,Outro Crédito,4.86
Cliente0418,Contrato1379,Outro Crédito,382.03
Cliente0419,Contrato0828,Outro Crédito,541.07
Cliente0420,Contrato0020,Outro Crédito,90.56
Cliente0420,Contrato2354,Crédito Cartões,"2,637.26"
Cliente0421,Contrato2378,Crédito Cartões,2.39
Cliente0422,Contrato2319,Crédito Cartões,"1,573.60"
Cliente0422,Contrato2323,Crédito Cartões,"1,573.56"
Cliente0423,Contrato1444,Crédito Individual,"5,925.85"
Cliente0424,Contrato2948,Crédito Individual,428.65
Cliente0425,Contrato0761,Outro Crédito,454.28
Cliente0426,Contrato2992,Crédito Individual,"2,925.70"
Cliente0427,Contrato0329,Outro Crédito,"1,038.17"
Cliente0427,Contrato1909,Crédito Habitação,"30,044.74"
Cliente0428,Contrato1136,Outro Crédito,39.27
Cliente0429,Contrato1132,Outro Crédito,39.77
Cliente0430,Contrato0948,Outro Crédito,43.16
Cliente0431,Contrato0353,Outro Crédito,45.24
Cliente0432,Contrato2398,Crédito Cartões,"1,287.75"
Cliente0433,Contrato2320,Crédito Cartões,"1,043.75"
Cliente0434,Contrato0415,Outro Crédito,540.88
Cliente0435,Contrato0367,Outro Crédito,471.62
Cliente0436,Contrato2078,Crédito Cartões,833.43
Cliente0437,Contrato1980,Crédito Habitação,605.99
Cliente0437,Contrato1996,Crédito Habitação,120.41
Cliente0438,Contrato1427,Outro Crédito,40.01
Cliente0439,Contrato2559,Crédito Individual,"17,393.00"
Cliente0440,Contrato1428,Outro Crédito,"1,971.64"
Cliente0441,Contrato0737,Outro Crédito,40.95
Cliente0442,Contrato0696,Outro Crédito,173.26
Cliente0442,Contrato2294,Crédito Cartões,"2,086.59"
Cliente0442,Contrato2295,Crédito Cartões,424.84
Cliente0443,Contrato1383,Outro Crédito,"1,045.14"
Cliente0444,Contrato2059,Crédito Cartões,"4,626.03"
Cliente0445,Contrato1384,Outro Crédito,127.23
Cliente0445,Contrato2089,Crédito Cartões,"2,571.47"
Cliente0446,Contrato0932,Outro Crédito,450.03
Cliente0447,Contrato2555,Crédito Individual,"19,915.56"
Cliente0448,Contrato1407,Outro Crédito,"2,407.14"
Cliente0449,Contrato1386,Outro Crédito,"15,440.53"
Cliente0450,Contrato0491,Outro Crédito,9.87
Cliente0450,Contrato3002,Crédito Individual,355.48
Cliente0451,Contrato0396,Outro Crédito,"2,362.05"
Cliente0452,Contrato2103,Crédito Cartões,"1,867.67"
Cliente0453,Contrato2132,Crédito Cartões,"1,013.96"
Cliente0454,Contrato0597,Outro Crédito,47.26
Cliente0454,Contrato2709,Crédito Habitação,"28,577.11"
Cliente0455,Contrato1092,Outro Crédito,47.20
Cliente0456,Contrato1387,Outro Crédito,"1,854.73"
Cliente0456,Contrato2118,Crédito Cartões,"3,538.72"
Cliente0457,Contrato1388,Outro Crédito,44.28
Cliente0458,Contrato0313,Outro Crédito,26.03
Cliente0458,Contrato0374,Outro Crédito,39.45
Cliente0458,Contrato0375,Outro Crédito,"31,379.28"
Cliente0458,Contrato1890,Crédito Habitação,"50,240.31"
Cliente0458,Contrato1891,Crédito Habitação,"23,760.72"
Cliente0458,Contrato1932,Outro Crédito,"10,000.00"
Cliente0459,Contrato1389,Outro Crédito,701.26
Cliente0459,Contrato1862,Crédito Habitação,"50,610.32"
Cliente0460,Contrato2215,Crédito Cartões,"1,523.34"
Cliente0461,Contrato0297,Outro Crédito,"9,573.45"
Cliente0461,Contrato1880,Crédito Habitação,"43,612.96"
Cliente0462,Contrato0586,Outro Crédito,32.96
Cliente0462,Contrato2971,Crédito Individual,"4,298.04"
Cliente0463,Contrato0632,Outro Crédito,181.25
Cliente0464,Contrato0475,Outro Crédito,269.63
Cliente0464,Contrato2209,Crédito Cartões,618.26
Cliente0464,Contrato2616,Crédito Individual,"4,592.12"
Cliente0465,Contrato1054,Outro Crédito,"1,810.63"
Cliente0466,Contrato2094,Crédito Cartões,"11,375.76"
Cliente0467,Contrato0087,Outro Crédito,"6,257.29"
Cliente0468,Contrato1793,Outro Crédito,437.45
Cliente0469,Contrato1879,Crédito Habitação,"8,907.16"
Cliente0470,Contrato0029,Outro Crédito,"4,489.18"
Cliente0470,Contrato1834,Outro Crédito,"7,307.39"
Cliente0471,Contrato2718,Crédito Habitação,109.72
Cliente0472,Contrato0113,Outro Crédito,536.35
Cliente0472,Contrato1771,Outro Crédito,"8,479.56"
Cliente0473,Contrato1841,Outro Crédito,"48,115.09"
Cliente0474,Contrato1715,Outro Crédito,"3,413.44"
Cliente0475,Contrato0093,Outro Crédito,"10,983.57"
Cliente0476,Contrato0123,Outro Crédito,126.99
Cliente0476,Contrato2310,Crédito Cartões,"1,937.46"
Cliente0477,Contrato1772,Outro Crédito,"28,032.38"
Cliente0478,Contrato0128,Outro Crédito,"27,042.55"
Cliente0478,Contrato1681,Outro Crédito,"381,473.26"
Cliente0479,Contrato0104,Outro Crédito,484.90
Cliente0479,Contrato1847,Outro Crédito,189.54
Cliente0480,Contrato0107,Outro Crédito,"5,107.85"
Cliente0480,Contrato1769,Outro Crédito,"8,479.56"
Cliente0481,Contrato0026,Outro Crédito,"110,982.54"
Cliente0481,Contrato1830,Outro Crédito,"20,949.51"
Cliente0481,Contrato1831,Outro Crédito,"23,692.90"
Cliente0481,Contrato1833,Outro Crédito,"22,445.91"
Cliente0481,Contrato1835,Outro Crédito,"19,951.92"
Cliente0481,Contrato1836,Outro Crédito,"19,951.92"
Cliente0481,Contrato1838,Outro Crédito,"19,951.92"
Cliente0482,Contrato0116,Outro Crédito,352.91
Cliente0482,Contrato0117,Outro Crédito,"56,903.54"
Cliente0482,Contrato1938,Outro Crédito,"12,255.87"
Cliente0483,Contrato0527,Outro Crédito,88.52
Cliente0484,Contrato0047,Outro Crédito,"1,995.19"
Cliente0485,Contrato1781,Outro Crédito,"2,907.99"
Cliente0486,Contrato0006,Outro Crédito,"2,244.59"
Cliente0487,Contrato0255,Outro Crédito,40.01
Cliente0487,Contrato2864,Outro Crédito,"17,018.27"
Cliente0488,Contrato1804,Outro Crédito,"23,910.96"
Cliente0489,Contrato2111,Crédito Cartões,"3,516.64"
Cliente0490,Contrato0092,Outro Crédito,"1,212.54"
Cliente0491,Contrato0638,Outro Crédito,565.70
Cliente0491,Contrato2237,Crédito Cartões,887.55
Cliente0492,Contrato1677,Outro Crédito,"441,130.93"
Cliente0492,Contrato1746,Outro Crédito,423.98
Cliente0492,Contrato1747,Outro Crédito,199.52
Cliente0492,Contrato1748,Outro Crédito,598.56
Cliente0493,Contrato0091,Outro Crédito,"1,064.93"
Cliente0494,Contrato0035,Outro Crédito,"16,810.12"
Cliente0494,Contrato1837,Outro Crédito,"110,782.40"
Cliente0495,Contrato1774,Outro Crédito,"22,989.99"
Cliente0496,Contrato0056,Outro Crédito,"3,242.19"
Cliente0497,Contrato1121,Outro Crédito,4.67
Cliente0498,Contrato2914,Crédito Individual,195.69
Cliente0499,Contrato2641,Crédito Individual,"4,814.93"
Cliente0500,Contrato2714,Crédito Individual,"1,907.66"
Cliente0501,Contrato2878,Crédito Individual,"1,321.24"
Cliente0502,Contrato2116,Crédito Cartões,61.99
Cliente0503,Contrato0038,Outro Crédito,300.21
Cliente0504,Contrato2124,Crédito Cartões,"2,132.01"
Cliente0505,Contrato0014,Outro Crédito,"2,629.93"
Cliente0505,Contrato0015,Outro Crédito,"104,956.35"
Cliente0505,Contrato0393,Outro Crédito,"7,648.53"
Cliente0505,Contrato1671,Outro Crédito,"234,697.81"
Cliente0505,Contrato2017,Outro Crédito,"123,562.32"
Cliente0506,Contrato0684,Outro Crédito,"2,094.99"
Cliente0506,Contrato2256,Crédito Cartões,958.67
Cliente0506,Contrato2262,Crédito Cartões,508.60
Cliente0507,Contrato1840,Outro Crédito,"63,147.81"
Cliente0508,Contrato0070,Outro Crédito,14.10
Cliente0509,Contrato2836,Outro Crédito,"80,078.84"
Cliente0510,Contrato0871,Outro Crédito,"1,198.56"
Cliente0510,Contrato2479,Crédito Cartões,816.05
Cliente0511,Contrato0030,Outro Crédito,530.16
Cliente0512,Contrato0086,Outro Crédito,787.54
Cliente0512,Contrato0179,Outro Crédito,"3,073.28"
Cliente0513,Contrato2117,Crédito Cartões,808.94
Cliente0514,Contrato1754,Outro Crédito,"17,334.53"
Cliente0515,Contrato2730,Crédito Habitação,"24,754.89"
Cliente0516,Contrato0031,Outro Crédito,132.96
Cliente0516,Contrato2488,Crédito Cartões,479.30
Cliente0516,Contrato2863,Crédito Habitação,728.59
Cliente0517,Contrato1842,Outro Crédito,"9,152.94"
Cliente0518,Contrato0078,Outro Crédito,"3,165.55"
Cliente0518,Contrato2097,Crédito Cartões,"6,616.48"
Cliente0519,Contrato0115,Outro Crédito,210.84
Cliente0520,Contrato1800,Outro Crédito,"2,055.05"
Cliente0521,Contrato0060,Outro Crédito,76.51
Cliente0522,Contrato0249,Outro Crédito,18.41
Cliente0523,Contrato1798,Outro Crédito,"125,458.30"
Cliente0524,Contrato0526,Outro Crédito,36.74
Cliente0525,Contrato0083,Outro Crédito,4.95
Cliente0526,Contrato2909,Crédito Individual,"1,336.77"
Cliente0527,Contrato2881,Outro Crédito,"129,730.73"
Cliente0527,Contrato2980,Crédito Habitação,"21,926.30"
Cliente0528,Contrato2161,Crédito Cartões,"6,651.47"
Cliente0529,Contrato0939,Outro Crédito,148.96
Cliente0530,Contrato2337,Crédito Cartões,167.88
Cliente0531,Contrato1097,Outro Crédito,8.81
Cliente0532,Contrato2825,Crédito Individual,"1,147.95"
Cliente0533,Contrato0079,Outro Crédito,657.27
Cliente0534,Contrato0604,Outro Crédito,70.75
Cliente0535,Contrato0122,Outro Crédito,124.94
Cliente0536,Contrato0417,Outro Crédito,43.41
Cliente0536,Contrato2158,Crédito Cartões,680.61
Cliente0537,Contrato0040,Outro Crédito,174.90
Cliente0538,Contrato1775,Outro Crédito,"3,277.10"
Cliente0539,Contrato0007,Outro Crédito,"11,921.27"
Cliente0540,Contrato1846,Crédito Individual,"3,545.38"
Cliente0541,Contrato0019,Outro Crédito,"4,987.98"
Cliente0542,Contrato0285,Outro Crédito,154.82
Cliente0543,Contrato0023,Outro Crédito,"87,222.95"
Cliente0543,Contrato1750,Outro Crédito,"23,942.30"
Cliente0543,Contrato1751,Outro Crédito,"24,406.17"
Cliente0544,Contrato1684,Outro Crédito,"111,178.44"
Cliente0544,Contrato1752,Outro Crédito,"5,471.67"
Cliente0545,Contrato0095,Outro Crédito,37.41
Cliente0546,Contrato0050,Outro Crédito,"2,593.75"
Cliente0547,Contrato1728,Crédito Individual,"1,080.11"
Cliente0548,Contrato0041,Outro Crédito,498.80
Cliente0549,Contrato1976,Crédito Habitação,"1,476.39"
Cliente0550,Contrato0022,Outro Crédito,"6,185.09"
Cliente0551,Contrato0084,Outro Crédito,"1,237.55"
Cliente0551,Contrato2632,Crédito Individual,"1,860.94"
Cliente0552,Contrato0067,Outro Crédito,997.60
